id,data_inversa,uf,br,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,condicao_metereologica,tipo_pista,uso_solo,idade,sexo
99995.0,2018-01-01,RN,101.0,PARNAMIRIM,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Céu Claro,Dupla,Não,20.0,Masculino
100107.0,2018-01-01,RN,101.0,NATAL,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Não,53.0,Masculino
100107.0,2018-01-01,RN,101.0,NATAL,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Não,34.0,Masculino
100161.0,2018-01-01,RN,101.0,PARNAMIRIM,Condutor Dormindo,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Céu Claro,Dupla,Sim,26.0,Masculino
100161.0,2018-01-01,RN,101.0,PARNAMIRIM,Condutor Dormindo,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Céu Claro,Dupla,Sim,24.0,Feminino
100252.0,2018-01-02,RN,101.0,SAO JOSE DE MIPIBU,Desobediência às normas de trânsito pelo condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Céu Claro,Dupla,Não,58.0,Masculino
100252.0,2018-01-02,RN,101.0,SAO JOSE DE MIPIBU,Desobediência às normas de trânsito pelo condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Céu Claro,Dupla,Não,37.0,Masculino
100255.0,2018-01-02,RN,101.0,CEARA-MIRIM,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Não,41.0,Masculino
100255.0,2018-01-02,RN,101.0,CEARA-MIRIM,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Não,37.0,Feminino
100304.0,2018-01-02,RN,304.0,ANGICOS,Ultrapassagem Indevida,Capotamento,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Não,32.0,Masculino
100408.0,2018-01-02,RN,226.0,MACAIBA,Falta de Atenção à Condução,Colisão frontal,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Sim,27.0,Masculino
100408.0,2018-01-02,RN,226.0,MACAIBA,Falta de Atenção à Condução,Colisão frontal,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Sim,41.0,Masculino
100451.0,2018-01-02,RN,226.0,TANGARA,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Fatais,Plena Noite,Céu Claro,Simples,Sim,44.0,Masculino
100451.0,2018-01-02,RN,226.0,TANGARA,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Fatais,Plena Noite,Céu Claro,Simples,Sim,63.0,Masculino
100825.0,2018-01-04,RN,304.0,MACAIBA,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Céu Claro,Dupla,Sim,,Não Informado
100825.0,2018-01-04,RN,304.0,MACAIBA,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Céu Claro,Dupla,Sim,,Masculino
100825.0,2018-01-04,RN,304.0,MACAIBA,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Céu Claro,Dupla,Sim,48.0,Masculino
100913.0,2018-01-04,RN,101.0,PARNAMIRIM,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Céu Claro,Dupla,Sim,21.0,Feminino
100983.0,2018-01-04,RN,110.0,MOSSORO,Restrição de Visibilidade,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Céu Claro,Simples,Não,35.0,Feminino
101061.0,2018-01-05,RN,304.0,RIACHUELO,Velocidade Incompatível,Tombamento,Sem Vítimas,Pleno dia,Céu Claro,Simples,Não,35.0,Masculino
101090.0,2018-01-05,RN,304.0,MACAIBA,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Não,,Não Informado
101090.0,2018-01-05,RN,304.0,MACAIBA,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Céu Claro,Simples,Não,26.0,Masculino
101093.0,2018-01-05,RN,304.0,MOSSORO,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Nublado,Simples,Não,72.0,Feminino
101093.0,2018-01-05,RN,304.0,MOSSORO,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Nublado,Simples,Não,65.0,Feminino
101093.0,2018-01-05,RN,304.0,MOSSORO,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Nublado,Simples,Não,25.0,Feminino
101093.0,2018-01-05,RN,304.0,MOSSORO,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Nublado,Simples,Não,24.0,Masculino
101096.0,2018-01-05,RN,101.0,NATAL,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Céu Claro,Dupla,Sim,48.0,Feminino
101096.0,2018-01-05,RN,101.0,NATAL,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Céu Claro,Dupla,Sim,48.0,Masculino
101096.0,2018-01-05,RN,101.0,NATAL,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Céu Claro,Dupla,Sim,52.0,Feminino
